;unit;sex;age;geo_niv_0;geo_niv_1;geo_niv_2;region;icd10_niv_0;icd10_niv_1;icd10_niv_2;icd10_niv_3;maladies;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994
2203;RT;F;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.31;0.42;0.31;0.31;0.32;0.2;0.3;0.2;0.4;0.2;0.2;0.3;0.3;0.2;0.5;0.9;0.4;0.2;0.2;1.1;1.5;1.1
2204;RT;F;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.08;0.08;0.08;0.3;0.3;0.5;0.4;0.3;0.2;0.7;0.4;0.3;0.6;0.6;0.4;0.2;0.5;0.4;0.8;1.9;1.7;1.1
2205;RT;F;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.39;: ;0.39;0.13;0.13;0.1;0.1;0.1;0.3;0.3;0.7;0.4;: ;0.8;: ;0.3;0.1;0.7;0.3;1.2;2.1;1.5
2206;RT;F;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];: ;0.35;0.36;0.24;0.24;0.1;0.4;0.5;0.5;0.2;0.2;0.4;0.2;0.1;0.5;0.4;0.5;0.5;: ;1.4;1.2;1.8
2207;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.09;0.05;0.14;0.1;0.05;0.1;0.1;0.3;0.1;0.1;0.2;0.1;0.1;0.1;0.3;0;0.1;0.4;0.3;0.7;0.6;0.8
2208;RT;F;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.25;0.17;0.33;0.08;0.25;: ;0.1;0.2;: ;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.2;0.3;0.4;0.7;0.9;0.8
2209;RT;F;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];: ;0.31;0.21;0.21;0.11;0.1;0.2;0.3;0.2;0.1;0.1;0.3;0.5;0.1;0.4;0.2;0.3;0.7;0.5;0.2;1.2;0.7
2210;RT;F;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];: ;0.5;0.5;0.17;0.67;0.2;: ;0.3;0.3;0.5;0.2;0.5;0.5;: ;: ;0.4;0.2;0.4;0.4;0.7;0.5;0.2
2211;RT;F;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.21;0.05;0.21;0.48;0.22;0.2;0.3;0.1;0.5;0.2;0.5;0.5;0.4;0.2;0.4;0.4;0.5;0.3;0.3;1.2;1.6;1.2
2212;RT;F;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.12;0.18;0.24;0.18;0.06;0.2;0.1;0.1;0.1;0.1;0.6;0.2;0.4;0.6;0.3;0.5;0.3;0.3;0.2;1.2;0.7;1.3
2213;RT;F;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.21;0.22;0.43;0.22;0.11;0.3;0.1;0.4;0.1;0.3;: ;0.9;0.5;0.2;0.8;0.6;0.4;0.4;0.7;2.3;1.9;1.3
2214;RT;F;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.29;0.17;0.46;0.18;0.24;0.4;0.5;0.8;0.4;0.5;0.8;0.9;0.8;1;0.8;0.3;0.7;1.3;1.1;3.8;3.2;4.6
2215;RT;F;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.19;: ;0.13;0.13;1;0.1;0.3;0.4;0.1;0.8;0.4;0.4;0.5;0.7;0.3;0.5;0.5;0.4;0.6;1.2;2.9;3.2
2216;RT;F;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];: ;: ;: ;0.26;0.26;0.3;: ;0.3;0.3;0.3;: ;0.3;0.3;0.8;0.5;0.8;0.3;: ;0.8;0.8;1.6;1.3
2217;RT;F;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.12;0.18;0.3;0.18;0.31;0.3;0.3;0.4;0.2;0.2;0.4;0.2;0.4;0.3;0.1;0.5;0.4;0.4;0.2;1.2;1.8;1.6
2218;RT;F;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];: ;0.14;0.43;0.29;0.14;0.1;0.1;0.3;0.4;0.3;0.3;0.1;0.4;0.4;0.4;0.3;0.7;0.3;0.4;1.3;0.9;1.2
2219;RT;F;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.21;0.28;0.35;0.43;0.21;0.6;0.3;0.5;0.6;1.1;0.6;1;0.7;0.8;1.2;1.2;1;0.8;0.9;2.9;2.2;2.7
2220;RT;F;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.61;0.5;0.7;0.43;0.51;0.6;0.7;1;1.2;1.1;1.5;1.5;1.6;1.6;1.5;1.1;1.6;1.5;2.1;6;7.3;7.5
2221;RT;F;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];: ;: ;: ;0.62;0.62;: ;0.6;1.3;1.9;0.7;2;1.4;: ;1.4;0.7;0.7;3;2.3;1.5;4.5;6.8;4.6
2222;RT;F;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];: ;: ;: ;1.28;2.53;1.3;2.5;3;1.3;5.1;4.3;3.4;3.5;3.1;5.8;: ;: ;: ;: ;: ;: ;:
2223;RT;F;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];: ;: ;: ;1.44;1.9;1.9;0.9;1.4;1.4;1.9;2.4;2.9;1.9;3.9;2.9;: ;: ;: ;: ;: ;: ;:
2224;RT;F;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];: ;: ;: ;4.94;4.17;4.3;9.6;4.5;10.1;10.4;13.7;14.2;15.8;16.6;9.3;: ;: ;: ;: ;: ;: ;:
2225;RT;F;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];: ;: ;: ;0.23;1.4;: ;: ;0.5;0.2;0.5;0.5;: ;: ;0.5;0.8;: ;: ;: ;: ;: ;: ;:
3137;RT;F;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;164.33;163.79;159.1;162.36;163.63;164.5;166.6;164.2;160.7;163.2;166.5;165.4;168.8;167.6;167;165.1;167.9;169.3;168.7;168.9;170.7;166.6
3138;RT;F;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;226.74;216.04;233.56;221.26;222.56;219.3;231.9;213.4;206.5;205.4;202.1;209.1;194.1;201.9;205.6;201.2;197;190.6;191.3;179.9;184.3;176.4
3139;RT;F;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;218.7;211.59;204.4;212.72;219.71;207.6;205.9;216.8;207;200.8;194.4;193.7;198;194.6;191.8;178.9;182;184.1;183.8;174.3;186.1;181.6
3140;RT;F;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;222.72;226.22;206.48;210.28;218.16;217.8;207.6;213.5;204.3;209.2;205.4;199.9;210.2;197.3;208;200;195.2;188.8;195.6;197.8;189.7;187.8
3141;RT;F;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;239.77;222.95;232.39;226;228.59;230.2;229.4;222.6;220.7;215.2;210.8;213.9;217.3;217;213.1;214.3;208.5;207.1;203.6;211.5;212.8;210.8
3142;RT;F;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;236.52;243.38;241.63;236.8;235.31;231.7;227.5;228.5;221.5;217.4;214.2;213.5;209.6;205.6;213.6;200.2;208.8;205.4;200.5;205.7;204.4;193.2
3143;RT;F;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;267.28;250.94;249.15;244.86;254.74;241.2;237.3;245.6;229.8;234.4;236.5;219.2;235.2;231.6;229.3;225.3;231.2;220.7;231.1;222.4;229;221.7
3144;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;222.34;213.34;205.66;212.72;212.79;212.1;209.6;210.7;201.5;201.6;205.4;198.6;204.9;201;197.6;197.1;194.9;193.1;194.3;195.3;195;192.5
3145;RT;F;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;235.15;237.99;221.09;228.28;217.25;217.5;211.7;220.5;205.5;211.5;205.7;208.5;197.6;200.5;187.4;188.2;191.6;192.4;188.7;191.4;183.3;190.7
3146;RT;F;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;215.01;202.16;193.24;212.27;189.28;192.4;189.4;189;185.4;185.8;183;183.7;191.4;185.2;183.1;195.9;184.7;190.4;185.1;190.4;191;183.7
3147;RT;F;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;210.84;205.19;206.7;210.85;206.96;204.8;204.4;189.5;187.9;196.2;197.2;192;198.2;189.3;188.8;190.5;193.7;188.9;177.1;194;182.4;172.9
3148;RT;F;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;215.85;211.24;204.92;208.27;205.46;204.7;199.8;199.3;191.3;197.7;198.8;199.3;197.7;201.1;183.7;199;197.1;194.3;196.7;197.9;200.3;190.8
3149;RT;F;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;231.8;228.97;229.31;226.61;221.13;219.4;218.1;213.2;213.8;211.9;207.9;207.6;206.5;215;210.9;206;204;197.6;198.6;202.1;202.9;199.9
3150;RT;F;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;251.76;251.2;256.15;254.97;240.5;236.3;236;235.4;216.7;230.7;227;222;226.7;230.1;235;226.5;221;209.9;210.4;220.6;216.9;209
3151;RT;F;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;241.99;236.03;225.67;222.63;223.39;227.9;217.8;218.8;224.1;216;220;216.4;220.2;222.1;213.4;212.7;217.1;212.4;213.3;210.3;216.2;212.8
3152;RT;F;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;213.16;220.05;198.97;212.28;220.61;209.5;211.9;217.7;206.7;209;207.2;203.1;205.5;204;211.7;210.3;206.8;207.8;204.9;203.3;200.8;202.8
3153;RT;F;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;270.65;265.18;257.63;259.24;262.53;276.5;288.8;262.3;268.6;274.8;265.7;268.8;249.3;280.5;252.2;255;271.5;247.2;254.3;239.3;241.3;253.2
3154;RT;F;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;192.74;190.77;187.58;183.64;177.71;187.8;191.5;187.9;179.7;180.9;185.3;177.6;180.4;184.1;183.1;187.7;182.6;176.4;176.4;187.8;183;180.3
3155;RT;F;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;261.03;255.4;249.21;259.36;241.99;237.4;247.9;245.2;242.6;247.5;239;234.6;240.4;241.9;234;232.5;233.8;237.7;223.9;225.2;224.9;236.3
3156;RT;F;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;230.03;228.18;223.89;232.98;214.92;222.2;220.7;218.1;213.4;210.3;216;215.7;210;203.1;216.7;208.1;208.5;211.9;208.4;211.2;213.9;206.4
3157;RT;F;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;230.05;217.39;219.86;220.11;208.43;198.5;215.8;215.9;213.7;215.6;214.6;211.2;214.8;214.7;208.3;210.5;209.5;204.1;209.7;214.9;207.8;208
3158;RT;F;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;218.49;227.07;226.74;213.11;233.61;248.2;226.6;226.8;233.9;206.8;206.2;217.9;217.2;212;199.5;203.9;224.7;212.8;212.1;225.4;231.5;199.3
3159;RT;F;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;: ;: ;: ;129.41;124.23;128.6;118;108.4;130.1;123.1;119.3;102;115.2;111.1;120.6;: ;: ;: ;: ;: ;: ;:
3160;RT;F;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;: ;: ;: ;98.17;165.73;152;158.7;169;142.7;134.2;142.2;131.2;145.2;127.5;132.1;: ;: ;: ;: ;: ;: ;:
3161;RT;F;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;: ;: ;: ;49.42;49.18;46.3;42.9;58.1;45.9;46.4;43.2;51.8;45.4;48.7;51.1;: ;: ;: ;: ;: ;: ;:
3162;RT;F;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;A_U;C_D;C00-D48;Tumeurs;: ;: ;: ;103.23;91.62;93.1;81.8;92.5;92.6;90;94;85.1;88;81.6;78.7;: ;: ;: ;: ;: ;: ;:
9451;RT;F;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;2.33;2.46;2.54;2.68;2.8;2.9;2.7;3;2.6;2.7;2.6;2.5;3.5;3.3;3.2;3.5;3.7;4;3.7;4.6;4;3.6
9452;RT;F;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;4.65;3.2;3.93;4.95;5.39;4.8;3.8;5.5;3.2;2.9;3.9;3.1;3.1;3.1;5;5.7;5.8;6;5.5;5.2;6.3;4.5
9453;RT;F;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;4.04;4.05;3.85;4.37;2.75;4.6;4;4.4;3.1;3.5;4;4.1;3.8;2.5;4.2;2.9;6;5.7;4.8;4.9;4.5;3.7
9454;RT;F;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;2.91;2.92;4.08;3.25;3.89;5.6;5.4;5.3;3.5;4.1;3.7;4.1;3.7;4.8;3.7;4;4.9;3.9;3.7;4.2;6.4;4.5
9455;RT;F;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;4.36;4.52;4.83;3.26;3.72;3.7;4.1;3.8;4.9;4.6;4.5;3.9;5.6;3.7;4.8;3.4;6.9;5.5;4.3;5.3;6;4.9
9456;RT;F;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;3.15;3.94;3.02;4.33;5.12;4.1;3.8;3.6;4.2;5;3.3;4;4.2;4.4;3.2;3.7;3.8;4.5;4.5;4.3;4.6;4.7
9457;RT;F;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;6.39;4.02;4.5;3.9;3.54;4.6;3.8;3;3.4;5.2;4.9;5.5;5.7;4.3;4.1;4.8;4.9;7.7;7.4;6;5.8;4.2
9458;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;3.22;3.33;3.82;3.53;3.78;4.2;3.5;3.5;3.9;3.8;3.8;3.8;4.3;4.2;3.8;4.1;5.2;5.5;4.4;5.1;5.4;5.1
9459;RT;F;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;4.18;3.67;3.41;4.41;3.82;3.7;3.2;4.6;2.3;4.2;4.9;3.7;4.2;3;3.7;3.5;4.5;5.9;5.3;5.1;6.2;3.7
9460;RT;F;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;3.63;2.91;3.25;3.04;2.84;3.5;4.2;4.4;3.5;4.3;2.8;3.2;4.7;3.7;4.4;3.1;4.6;4.4;5.1;4.4;4.7;4.3
9461;RT;F;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;3.17;3.34;2.84;3.68;3.68;3.2;4.9;3.7;3.9;3.6;4.1;2.9;4.8;4.7;2.8;2.8;4;6.3;4.1;5;3.5;4.1
9462;RT;F;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;3.71;3;3.56;2.89;3.18;4.5;3.1;3.8;3.4;3.8;3.7;3;4;4;3.8;4.1;5.9;4.7;4.4;6.6;4.3;5
9463;RT;F;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;4.42;4.62;4.23;4.5;3.8;5;5.1;4.9;4.2;4.1;4.4;3.3;4.1;4.2;6;4.6;5.7;6.6;5.5;5;5.9;5.9
9464;RT;F;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;5.04;4.53;3.67;4.45;4.79;4.5;5;4.5;3.6;4.1;5.5;5.8;3.8;3.7;4.2;5.2;5.7;6;7.8;6.5;5.7;5.4
9465;RT;F;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;4.85;3.85;3.71;3.97;3.54;4.3;4.1;4.5;3.5;4.5;4;3.5;4.8;4.8;4.9;4.6;6.7;6.4;7;6.1;5.7;5.7
9466;RT;F;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;4.33;3;3.03;3.05;4.01;3.5;3.8;3.3;3.4;4.8;3.7;3.9;4.3;4.8;5.1;5.2;5.2;6.3;6.2;5;5.5;5.2
9467;RT;F;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;6.82;6.03;4.46;4.19;6.78;7.5;4.9;6;4.2;4.2;6.1;6.1;5.4;3.5;5.9;6.2;5.4;5.7;7.9;5.1;8.1;10
9468;RT;F;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;3.13;2.41;3.31;3.12;3.06;3.5;3.1;3;3.1;3.5;4;3.8;4.6;3.4;3.5;4.1;4.5;4.3;4.4;4.1;4.5;4
9469;RT;F;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;4.41;2.71;3.43;3.15;4.59;3.3;5.5;3.3;4.9;4.9;3.5;3.2;3.5;5.4;5.3;6.1;5.5;6.1;7.3;5.8;7.6;5.9
9470;RT;F;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;4.27;4.93;3.23;4.32;4.37;4.1;4.8;3.8;4.6;3.8;3.4;4.4;5.6;3.8;4.5;4.4;6.9;3.9;6.5;5.4;7.1;6.1
9471;RT;F;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;3.25;3.66;3.68;3.84;4.47;4.5;4.8;4;4.5;4.5;4.7;4;4.8;4.6;4.8;5.8;6;6.4;6.6;5.5;6.1;5.1
9472;RT;F;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;6.51;4.19;3.66;4.31;6.21;6.9;4.5;1.9;2.6;5.9;3.3;6.1;4.8;2.1;2.9;1.5;3.7;6;4.5;3.8;4.6;3.8
9473;RT;F;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;: ;: ;: ;3.83;3.79;2.1;3.4;5.1;5.1;5.5;3;3.4;2.2;2.2;1.8;: ;: ;: ;: ;: ;: ;:
9474;RT;F;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;: ;: ;: ;3.35;3.32;2.8;3.3;4.7;3.3;2.8;5.2;1.9;5.3;3.4;4.4;: ;: ;: ;: ;: ;: ;:
9475;RT;F;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;: ;: ;: ;1.65;0.83;1.7;1.7;1.8;2.8;6.6;1;3;1.1;1.1;2.3;: ;: ;: ;: ;: ;: ;:
9476;RT;F;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;A_U;D;D50-D89;Maladies du sang et des organes hematopoeetiques et certains troubles du systeme immunitaire;: ;: ;: ;1.16;2.33;1.9;1.4;2.4;2.4;2;2;1.3;2.1;2.4;2.9;: ;: ;: ;: ;: ;: ;:
10079;RT;F;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;A_U;E;E10-E14;Diabete sucre;9.18;9.62;10.21;10.3;9.33;9.9;10.2;10;9.6;9.8;10;10.7;12;11.5;10.3;11;9.2;9.7;7.9;7.3;7.1;7.5
10080;RT;F;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;A_U;E;E10-E14;Diabete sucre;28.51;29.53;26.65;26.93;25.21;22.2;24.5;30.9;25;23.3;27.4;25.8;30.7;24.2;24.3;28.1;21.3;18.4;15.1;16.6;12.5;16
10081;RT;F;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;E;E10-E14;Diabete sucre;23.21;20.23;21.51;21.74;21.89;19.2;24.4;23;22.6;18.7;21.1;21.9;21.6;26.1;23.5;24.1;19.6;22.1;15.6;13.7;14.5;14.4
10082;RT;F;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;E;E10-E14;Diabete sucre;21;16.37;19.56;18.55;16.18;18.9;17.4;20.1;19.9;19.9;17.8;21;21.3;21.1;19.4;19.4;16.8;16.3;13;12.5;12.5;12.5
10083;RT;F;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;E;E10-E14;Diabete sucre;23.59;21.54;21.74;20.59;20.5;20.3;21.4;20.1;22.8;21.7;20;21.2;23;23.8;22.1;19.8;20.4;19.1;12.8;11.7;14.1;12.4
10084;RT;F;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;E;E10-E14;Diabete sucre;17.59;16.4;16.41;17.06;16.95;17.6;17.8;15.4;15.2;16.2;16.9;15.9;17.7;16.6;15.3;17.4;17.8;16.5;12.2;9.8;13.4;8.7
10085;RT;F;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;E;E10-E14;Diabete sucre;26.14;21.51;24.16;23.07;26.58;24.3;25.4;26.5;26.4;26;24.9;25.1;27.5;25.9;26.1;27.2;24.7;19.3;17.7;14.7;15.4;17.3
10086;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;E;E10-E14;Diabete sucre;22.04;19.19;22.43;21.67;19.69;21.7;23.3;22.8;22.3;21.7;22.8;21.8;24.9;21.9;23;22.6;21.5;19.7;15.9;14.6;14.2;14.2
